continent,country,network,netmask,src_addr,dst_addr,next_hop,input_iface,output_iface,pkts_sent,bytes_sent,start_time,end_time,src_port,dst_port,ip_proto,tos,src_as,dst_as,src_mask,dst_mask,tcp_flag_ACK,tcp_flag_CWR,tcp_flag_ECE,tcp_flag_FIN,tcp_flag_PSH,tcp_flag_RST,tcp_flag_SYN,tcp_flag_URG,flow_time
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.30,0.0.0.0,0,0,2,292,2014-08-12 20:11:47,2014-08-12 20:32:46,53,2712,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1259.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.200.166,0.0.0.0,0,0,13,13648,2014-08-12 20:32:18,2014-08-12 20:32:44,80,47314,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,26.0
NoA,US,100.20.200.6,11,100.20.200.166,100.10.20.20,0.0.0.0,0,0,13,755,2014-08-12 20:32:18,2014-08-12 20:32:44,47314,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,26.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.20,0.0.0.0,0,0,16,13673,2014-08-12 20:32:26,2014-08-12 20:32:36,3306,35420,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,10.0
NoA,US,100.10.20.4,11,100.10.20.20,100.10.20.3,0.0.0.0,0,0,14,835,2014-08-12 20:32:26,2014-08-12 20:32:36,35420,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,10.0
NoA,US,100.10.20.6,11,100.10.20.30,100.20.1.3,0.0.0.0,0,0,1,56,2014-08-12 20:32:47,2014-08-12 20:32:47,0,771,ICMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NoA,US,100.10.20.5,11,100.10.20.53,195.162.2.213,0.0.0.0,0,0,5,555,2014-08-12 20:32:48,2014-08-12 20:33:37,2713,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,49.0
EU,GB,195.162.2.133,23,195.162.2.213,100.10.20.53,0.0.0.0,0,0,5,838,2014-08-12 20:32:48,2014-08-12 20:33:37,80,2713,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,49.0
EU,GB,92.6.84.69,11,92.6.85.101,100.10.20.4,0.0.0.0,0,0,266,14404,2014-08-12 18:40:34,2014-08-12 20:57:51,33183,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,8237.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.101,0.0.0.0,0,0,574,851937,2014-08-12 18:40:34,2014-08-12 20:57:51,80,33183,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,8237.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-12 20:57:39,2014-08-12 20:57:44,3306,2405,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-12 20:57:39,2014-08-12 20:57:44,2405,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2014-08-14 22:26:10,2014-08-14 22:59:34,34286,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1583,2014-08-14 22:26:10,2014-08-14 22:59:34,80,34286,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.200.166,0.0.0.0,0,0,7,5674,2014-08-12 21:06:09,2014-08-12 21:06:29,80,47316,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,20.0
NoA,US,100.20.200.6,11,100.20.200.166,100.10.20.20,0.0.0.0,0,0,7,452,2014-08-12 21:06:09,2014-08-12 21:06:29,47316,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,20.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.200.166,0.0.0.0,0,0,14,14275,2014-08-12 21:06:23,2014-08-12 21:06:28,80,47317,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.20.200.6,11,100.20.200.166,100.10.20.20,0.0.0.0,0,0,14,815,2014-08-12 21:06:23,2014-08-12 21:06:28,47317,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
EU,RO,89.44.100.159,15,89.44.100.159,100.10.20.4,0.0.0.0,0,0,14,2705,2014-08-13 10:41:19,2014-08-14 23:31:39,2919,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,132620.0
NoA,US,100.10.20.4,11,100.10.20.4,89.44.100.159,0.0.0.0,0,0,6,3269,2014-08-13 10:41:19,2014-08-14 23:31:39,80,2919,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,132620.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-14 22:59:40,2014-08-14 23:28:55,34294,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1755.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,22,1497,2014-08-14 22:59:40,2014-08-14 23:28:55,80,34294,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1755.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2014-08-14 23:29:06,2014-08-15 00:02:34,34311,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2008.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,22,1491,2014-08-14 23:29:06,2014-08-15 00:02:34,80,34311,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2008.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-15 00:02:41,2014-08-15 00:36:12,34319,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2011.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,25,1629,2014-08-15 00:02:41,2014-08-15 00:36:12,80,34319,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2011.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-15 00:36:19,2014-08-15 01:05:35,34331,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1756.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,25,1641,2014-08-15 00:36:19,2014-08-15 01:05:35,80,34331,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1756.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-15 01:05:47,2014-08-15 01:39:15,34349,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2008.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,25,1629,2014-08-15 01:05:47,2014-08-15 01:39:15,80,34349,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2008.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-15 01:39:21,2014-08-15 02:08:35,34360,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1754.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,26,1681,2014-08-15 01:39:21,2014-08-15 02:08:35,80,34360,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1754.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-15 02:08:41,2014-08-15 02:37:55,34373,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1754.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1595,2014-08-15 02:08:41,2014-08-15 02:37:55,80,34373,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1754.0
EU,RO,89.44.100.130,15,89.44.100.162,100.10.20.4,0.0.0.0,0,0,5,487,2014-08-14 09:00:47,2014-08-15 02:58:27,3282,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,64660.0
NoA,US,100.10.20.4,11,100.10.20.4,89.44.100.162,0.0.0.0,0,0,3,2512,2014-08-14 09:00:47,2014-08-15 02:58:27,80,3282,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,64660.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,41,55716,2014-08-15 02:38:07,2014-08-15 03:11:35,34391,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2008.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1601,2014-08-15 02:38:07,2014-08-15 03:11:35,80,34391,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2008.0
NoA,US,100.10.20.5,11,100.10.20.53,195.162.2.213,0.0.0.0,0,0,34,1900,2014-08-13 01:40:21,2014-08-13 01:41:54,2714,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,93.0
EU,GB,195.162.2.133,23,195.162.2.213,100.10.20.53,0.0.0.0,0,0,67,94759,2014-08-13 01:40:21,2014-08-13 01:41:54,80,2714,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,93.0
NoA,US,100.10.20.5,11,100.10.20.53,195.162.2.213,0.0.0.0,0,0,7,592,2014-08-13 01:41:08,2014-08-13 01:41:47,2715,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,39.0
EU,GB,195.162.2.133,23,195.162.2.213,100.10.20.53,0.0.0.0,0,0,8,7374,2014-08-13 01:41:08,2014-08-13 01:41:47,80,2715,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,39.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-15 03:11:41,2014-08-15 03:45:49,34400,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2048.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,25,1629,2014-08-15 03:11:41,2014-08-15 03:45:49,80,34400,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2048.0
EU,RO,89.44.100.158,15,89.44.100.158,100.10.20.4,0.0.0.0,0,0,12,1458,2014-08-12 20:59:13,2014-08-13 02:09:05,2789,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,18592.0
NoA,US,100.10.20.4,11,100.10.20.4,89.44.100.158,0.0.0.0,0,0,14,12553,2014-08-12 20:59:13,2014-08-13 02:09:05,80,2789,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,18592.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-15 03:45:55,2014-08-15 04:19:36,34411,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2021.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1595,2014-08-15 03:45:55,2014-08-15 04:19:36,80,34411,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2021.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,60216,2014-08-15 04:19:48,2014-08-15 04:53:16,34433,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2008.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1577,2014-08-15 04:19:48,2014-08-15 04:53:16,80,34433,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2008.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-15 04:53:22,2014-08-15 05:22:36,34446,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1754.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1601,2014-08-15 04:53:22,2014-08-15 05:22:36,80,34446,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1754.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-15 05:22:42,2014-08-15 05:56:06,34467,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,25,1641,2014-08-15 05:22:42,2014-08-15 05:56:06,80,34467,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
EU,GB,92.6.84.69,11,92.6.85.101,100.10.20.4,0.0.0.0,0,0,596,33662,2014-08-12 11:23:25,2014-08-13 04:14:16,33036,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,60651.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.101,0.0.0.0,0,0,1290,1903613,2014-08-12 11:23:25,2014-08-13 04:14:16,80,33036,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,60651.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-13 04:14:03,2014-08-13 04:14:09,3306,2406,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-13 04:14:03,2014-08-13 04:14:09,2406,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-15 05:56:18,2014-08-15 06:25:36,34483,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1758.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,27,1727,2014-08-15 05:56:18,2014-08-15 06:25:36,80,34483,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1758.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-15 06:25:42,2014-08-15 06:59:07,34492,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2005.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1577,2014-08-15 06:25:42,2014-08-15 06:59:07,80,34492,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2005.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2014-08-15 06:59:13,2014-08-15 07:32:37,34509,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1583,2014-08-15 06:59:13,2014-08-15 07:32:37,80,34509,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,60216,2014-08-15 07:32:50,2014-08-15 08:06:17,34521,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2007.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,26,1681,2014-08-15 07:32:50,2014-08-15 08:06:17,80,34521,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2007.0
EU,GB,92.6.84.66,11,92.6.85.122,100.10.20.4,0.0.0.0,0,0,1066,60241,2014-08-10 19:24:22,2014-08-13 06:35:25,31934,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,213063.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.122,0.0.0.0,0,0,2253,3330231,2014-08-10 19:24:22,2014-08-13 06:35:25,80,31934,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,213063.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-13 06:35:12,2014-08-13 06:35:17,3306,2407,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-13 06:35:12,2014-08-13 06:35:17,2407,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,40,54216,2014-08-15 08:06:24,2014-08-15 08:40:19,34544,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2035.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,21,1445,2014-08-15 08:06:24,2014-08-15 08:40:19,80,34544,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2035.0
NoA,US,100.10.20.6,11,100.10.20.30,100.20.1.3,0.0.0.0,0,0,1,62,2014-08-13 07:03:11,2014-08-13 07:03:14,2716,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.30,0.0.0.0,0,0,1,147,2014-08-13 07:03:11,2014-08-13 07:03:14,53,2716,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
EU,GB,82.41.230.80,12,82.41.230.93,100.10.20.53,0.0.0.0,0,0,189,275901,2014-08-13 07:03:16,2014-08-13 07:04:15,80,2717,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,59.0
NoA,US,100.10.20.5,11,100.10.20.53,82.41.230.93,0.0.0.0,0,0,90,4477,2014-08-13 07:03:16,2014-08-13 07:04:15,2717,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,59.0
NoA,US,100.5.110.64,11,100.5.111.208,100.10.20.3,0.0.0.0,0,0,15,874,2014-08-13 07:11:23,2014-08-13 07:15:48,47617,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,265.0
NoA,US,100.10.20.3,11,100.10.20.3,100.5.111.208,0.0.0.0,0,0,14,3672,2014-08-13 07:11:23,2014-08-13 07:15:48,110,47617,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,265.0
NoA,US,100.10.20.4,11,100.10.20.4,100.20.1.3,0.0.0.0,0,0,1,64,2014-08-13 07:15:32,2014-08-13 07:15:35,2408,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.4,0.0.0.0,0,0,1,152,2014-08-13 07:15:32,2014-08-13 07:15:35,53,2408,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
NoA,US,15.102.176.128,9,15.102.178.128,100.10.20.4,0.0.0.0,0,0,6,3357,2014-08-13 07:15:37,2014-08-13 07:16:00,80,2409,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,23.0
NoA,US,100.10.20.4,11,100.10.20.4,15.102.178.128,0.0.0.0,0,0,5,617,2014-08-13 07:15:37,2014-08-13 07:16:00,2409,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,23.0
NoA,US,15.102.176.128,9,15.102.178.128,100.10.20.4,0.0.0.0,0,0,12,13527,2014-08-13 07:16:35,2014-08-13 07:16:51,80,2410,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,16.0
NoA,US,100.10.20.4,11,100.10.20.4,15.102.178.128,0.0.0.0,0,0,9,673,2014-08-13 07:16:35,2014-08-13 07:16:51,2410,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,16.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-15 08:40:25,2014-08-15 09:09:47,34557,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1762.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1549,2014-08-15 08:40:25,2014-08-15 09:09:47,80,34557,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1762.0
EU,RO,89.44.100.159,15,89.44.100.159,100.10.20.4,0.0.0.0,0,0,11,1861,2014-08-12 23:57:28,2014-08-13 07:41:57,2807,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,27869.0
NoA,US,100.10.20.4,11,100.10.20.4,89.44.100.159,0.0.0.0,0,0,6,1833,2014-08-12 23:57:28,2014-08-13 07:41:57,80,2807,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,27869.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-13 07:41:23,2014-08-13 07:41:40,3306,2411,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,17.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-13 07:41:23,2014-08-13 07:41:40,2411,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,17.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,41,55716,2014-08-15 09:10:10,2014-08-15 09:43:37,34564,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2007.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,22,1497,2014-08-15 09:10:10,2014-08-15 09:43:37,80,34564,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2007.0
NoA,US,100.10.20.3,11,100.10.20.3,100.20.173.58,0.0.0.0,0,0,8,640,2014-08-13 07:56:28,2014-08-13 07:58:24,110,47653,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,116.0
NoA,US,100.20.172.2,11,100.20.173.58,100.10.20.3,0.0.0.0,0,0,10,564,2014-08-13 07:56:28,2014-08-13 07:58:24,47653,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,116.0
NoA,US,100.1.4.68,11,100.1.4.252,100.10.20.3,0.0.0.0,0,0,12,1412,2014-08-13 07:57:16,2014-08-13 08:01:22,27424,25,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,246.0
NoA,US,100.10.20.3,11,100.10.20.3,100.1.4.252,0.0.0.0,0,0,11,1290,2014-08-13 07:57:16,2014-08-13 08:01:22,25,27424,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,246.0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,1006,58281,2014-08-10 14:54:07,2014-08-13 08:19:41,31800,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,235534.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,2080,3066399,2014-08-10 14:54:07,2014-08-13 08:19:41,80,31800,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,235534.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-13 08:19:22,2014-08-13 08:19:27,3306,2412,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-13 08:19:22,2014-08-13 08:19:27,2412,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,40,54216,2014-08-15 09:43:43,2014-08-15 10:17:08,34577,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2005.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,22,1497,2014-08-15 09:43:43,2014-08-15 10:17:08,80,34577,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2005.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-15 10:17:14,2014-08-15 10:46:28,34596,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1754.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1601,2014-08-15 10:17:14,2014-08-15 10:46:28,80,34596,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1754.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-15 10:46:40,2014-08-15 11:16:05,34607,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1765.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,26,1705,2014-08-15 10:46:40,2014-08-15 11:16:05,80,34607,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1765.0
NoA,US,100.1.20.0,11,100.1.21.160,100.10.20.9,0.0.0.0,0,0,48,4392,2014-08-13 09:32:11,2014-08-13 09:43:25,27426,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,674.0
NoA,US,100.10.20.1,11,100.10.20.9,100.1.21.160,0.0.0.0,0,0,75,103748,2014-08-13 09:32:11,2014-08-13 09:43:25,80,27426,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,674.0
NoA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2014-08-13 09:36:08,2014-08-13 09:36:23,35061,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,15.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2014-08-13 09:36:08,2014-08-13 09:36:23,5432,35061,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,15.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-15 11:16:11,2014-08-15 11:49:46,34622,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2015.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1577,2014-08-15 11:16:11,2014-08-15 11:49:46,80,34622,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2015.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-15 11:49:52,2014-08-15 12:19:18,34634,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1766.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,25,1629,2014-08-15 11:49:52,2014-08-15 12:19:18,80,34634,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1766.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-15 12:19:30,2014-08-15 12:53:08,34643,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2018.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1583,2014-08-15 12:19:30,2014-08-15 12:53:08,80,34643,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2018.0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,5,336,2014-08-13 11:23:35,2014-08-13 11:24:46,33509,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,71.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,4,502,2014-08-13 11:23:35,2014-08-13 11:24:46,80,33509,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,71.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-13 11:24:29,2014-08-13 11:24:34,3306,2413,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-13 11:24:29,2014-08-13 11:24:34,2413,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
