continent,country,network,netmask,src_addr,dst_addr,next_hop,input_iface,output_iface,pkts_sent,bytes_sent,start_time,end_time,src_port,dst_port,ip_proto,tos,src_as,dst_as,src_mask,dst_mask,tcp_flag_ACK,tcp_flag_CWR,tcp_flag_ECE,tcp_flag_FIN,tcp_flag_PSH,tcp_flag_RST,tcp_flag_SYN,tcp_flag_URG,flow_time
EU,GB,92.6.84.5,11,92.6.85.157,100.10.20.4,0.0.0.0,0,0,1,46,2014-08-10 04:08:56,2014-08-10 04:08:56,1552,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
EU,RO,89.44.100.151,15,89.44.100.151,100.10.20.4,0.0.0.0,0,0,1,46,2014-08-10 06:13:36,2014-08-10 06:13:36,1563,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
EU,RO,89.44.100.157,15,89.44.100.157,100.10.20.4,0.0.0.0,0,0,1,46,2014-08-10 10:29:58,2014-08-10 10:29:58,1595,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
EU,RO,89.44.100.157,15,89.44.100.157,100.10.20.4,0.0.0.0,0,0,1,46,2014-08-10 10:29:58,2014-08-10 10:29:58,1580,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
EU,RO,89.44.100.128,15,89.44.100.160,100.10.20.4,0.0.0.0,0,0,1,46,2014-08-10 13:36:42,2014-08-10 13:36:42,1550,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
NoA,US,100.30.0.65,11,100.30.1.105,100.10.20.4,0.0.0.0,0,0,1,46,2014-08-10 16:30:58,2014-08-10 16:30:58,43312,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
EU,GB,92.6.84.3,11,92.6.85.155,100.10.20.4,0.0.0.0,0,0,6,533,2014-08-10 06:45:42,2014-08-11 00:17:56,1812,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,63134.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.155,0.0.0.0,0,0,4,3109,2014-08-10 06:45:42,2014-08-11 00:17:56,80,1812,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,63134.0
EU,GB,92.6.84.7,11,92.6.85.159,100.10.20.4,0.0.0.0,0,0,5,488,2014-08-10 09:14:33,2014-08-11 01:55:37,1825,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,60064.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.159,0.0.0.0,0,0,2,1337,2014-08-10 09:14:33,2014-08-11 01:55:37,80,1825,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,60064.0
NoA,US,100.10.20.4,11,100.10.20.4,100.30.1.105,0.0.0.0,0,0,2,1375,2014-08-10 19:39:35,2014-08-11 13:15:03,80,43644,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,63328.0
NoA,US,100.30.0.65,11,100.30.1.105,100.10.20.4,0.0.0.0,0,0,5,565,2014-08-10 19:39:35,2014-08-11 13:15:03,43644,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,63328.0
NoA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2014-08-11 13:12:20,2014-08-11 13:30:07,80,32510,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1067.0
UNK,UNK,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2014-08-11 13:12:20,2014-08-11 13:30:07,32510,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1067.0
NoA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2014-08-11 14:03:45,2014-08-11 14:20:33,80,32523,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1008.0
UNK,UNK,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2014-08-11 14:03:45,2014-08-11 14:20:33,32523,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1008.0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,149,15144,2014-08-10 06:02:44,2014-08-11 15:14:06,1782,80,TCP,0,0,0,0,0,1,0,0,0,1,1,0,0,119482.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,234,327039,2014-08-10 06:02:44,2014-08-11 15:14:06,80,1782,TCP,0,0,0,0,0,1,0,0,0,1,0,0,0,119482.0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,131,10853,2014-08-10 18:38:31,2014-08-11 15:14:06,2060,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,74135.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,206,294595,2014-08-10 18:38:31,2014-08-11 15:14:06,80,2060,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,74135.0
NoA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2014-08-11 14:54:11,2014-08-11 15:11:02,80,32549,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1011.0
UNK,UNK,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2014-08-11 14:54:11,2014-08-11 15:11:02,32549,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1011.0
NoA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2014-08-11 15:44:40,2014-08-11 16:01:32,80,32575,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1012.0
UNK,UNK,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2014-08-11 15:44:40,2014-08-11 16:01:32,32575,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1012.0
NoA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,7,620,2014-08-11 16:35:10,2014-08-11 16:52:02,80,32587,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1012.0
UNK,UNK,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2014-08-11 16:35:10,2014-08-11 16:52:02,32587,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1012.0
NoA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,7,620,2014-08-11 17:25:40,2014-08-11 17:42:33,80,32605,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1013.0
UNK,UNK,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2014-08-11 17:25:40,2014-08-11 17:42:33,32605,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1013.0
NoA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2014-08-11 18:16:11,2014-08-11 18:33:23,80,32638,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1032.0
UNK,UNK,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2014-08-11 18:16:11,2014-08-11 18:33:23,32638,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1032.0
NoA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2014-08-11 19:07:01,2014-08-11 19:23:53,80,32667,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1012.0
UNK,UNK,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2014-08-11 19:07:01,2014-08-11 19:23:53,32667,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1012.0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,19,3110,2014-08-11 04:37:37,2014-08-12 01:22:49,2159,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,74712.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,18,18844,2014-08-11 04:37:37,2014-08-12 01:22:49,80,2159,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,74712.0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,39,2809,2014-08-11 04:38:05,2014-08-12 01:22:49,2160,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,74684.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,67,95824,2014-08-11 04:38:05,2014-08-12 01:22:49,80,2160,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,74684.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.10,0.0.0.0,0,0,2,92,2014-08-10 02:26:35,2014-08-10 02:26:36,1026,3124,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0
NoA,US,100.10.20.2,11,100.10.20.10,100.10.20.3,0.0.0.0,0,0,2,92,2014-08-10 02:26:35,2014-08-10 02:26:36,3124,1026,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.20,0.0.0.0,0,0,16,13673,2014-08-10 03:11:28,2014-08-10 03:11:39,3306,35416,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,11.0
NoA,US,100.10.20.4,11,100.10.20.20,100.10.20.3,0.0.0.0,0,0,14,835,2014-08-10 03:11:28,2014-08-10 03:11:39,35416,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,11.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.140.77,0.0.0.0,0,0,13,13648,2014-08-10 03:11:19,2014-08-10 03:13:11,80,45232,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,112.0
NoA,US,100.20.140.69,11,100.20.140.77,100.10.20.20,0.0.0.0,0,0,14,807,2014-08-10 03:11:19,2014-08-10 03:13:11,45232,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,112.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.140.77,0.0.0.0,0,0,7,5674,2014-08-10 03:46:40,2014-08-10 03:46:52,80,45256,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,12.0
NoA,US,100.20.140.69,11,100.20.140.77,100.10.20.20,0.0.0.0,0,0,7,452,2014-08-10 03:46:40,2014-08-10 03:46:52,45256,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,12.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.140.77,0.0.0.0,0,0,14,14275,2014-08-10 03:46:45,2014-08-10 03:46:51,80,45257,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6.0
NoA,US,100.20.140.69,11,100.20.140.77,100.10.20.20,0.0.0.0,0,0,14,815,2014-08-10 03:46:45,2014-08-10 03:46:51,45257,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.8,0.0.0.0,0,0,2,92,2014-08-10 04:01:56,2014-08-10 04:01:56,1026,3039,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
NoA,US,100.10.20.0,11,100.10.20.8,100.10.20.3,0.0.0.0,0,0,2,92,2014-08-10 04:01:56,2014-08-10 04:01:56,3039,1026,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
NoA,US,100.5.110.4,11,100.5.111.28,100.10.20.3,0.0.0.0,0,0,10,564,2014-08-10 03:58:45,2014-08-10 04:07:17,45263,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,512.0
NoA,US,100.10.20.3,11,100.10.20.3,100.5.111.28,0.0.0.0,0,0,9,692,2014-08-10 03:58:45,2014-08-10 04:07:17,110,45263,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,512.0
EU,GB,92.6.84.3,11,92.6.85.155,100.10.20.4,0.0.0.0,0,0,5,576,2014-08-11 13:53:50,2014-08-12 06:38:33,2387,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,60283.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.155,0.0.0.0,0,0,2,229,2014-08-11 13:53:50,2014-08-12 06:38:33,80,2387,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,60283.0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,6,388,2014-08-10 04:58:53,2014-08-10 04:59:56,31506,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,63.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,5,554,2014-08-10 04:58:53,2014-08-10 04:59:56,80,31506,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,63.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-10 04:59:44,2014-08-10 04:59:49,3306,2358,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-10 04:59:44,2014-08-10 04:59:49,2358,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
EU,GB,92.6.84.1,11,92.6.85.153,100.10.20.4,0.0.0.0,0,0,6,534,2014-08-11 13:43:03,2014-08-12 07:11:27,2385,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,62904.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.153,0.0.0.0,0,0,4,4267,2014-08-11 13:43:03,2014-08-12 07:11:27,80,2385,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,62904.0
EU,GB,92.6.84.3,11,92.6.85.155,100.10.20.4,0.0.0.0,0,0,6,534,2014-08-11 15:48:44,2014-08-12 08:47:22,2417,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,61118.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.155,0.0.0.0,0,0,4,3136,2014-08-11 15:48:44,2014-08-12 08:47:22,80,2417,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,61118.0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,38,2272,2014-08-10 06:40:13,2014-08-10 08:21:26,31570,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6073.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,72,98882,2014-08-10 06:40:13,2014-08-10 08:21:26,80,31570,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6073.0
NoA,US,100.10.20.4,11,100.10.20.4,100.20.1.3,0.0.0.0,0,0,1,71,2014-08-10 09:04:46,2014-08-10 09:04:50,2359,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.4,0.0.0.0,0,0,1,156,2014-08-10 09:04:46,2014-08-10 09:04:50,53,2359,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
NoA,US,100.10.20.4,11,100.10.20.4,140.185.232.179,0.0.0.0,0,0,5,617,2014-08-10 09:04:51,2014-08-10 09:05:18,2360,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,27.0
NoA,US,140.185.232.0,16,140.185.232.179,100.10.20.4,0.0.0.0,0,0,6,2785,2014-08-10 09:04:51,2014-08-10 09:05:18,80,2360,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,27.0
NoA,US,100.10.20.4,11,100.10.20.4,140.185.232.179,0.0.0.0,0,0,20,1189,2014-08-10 09:05:54,2014-08-10 09:06:34,2361,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,40.0
NoA,US,140.185.232.0,16,140.185.232.179,100.10.20.4,0.0.0.0,0,0,35,47853,2014-08-10 09:05:54,2014-08-10 09:06:34,80,2361,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,40.0
EU,GB,92.6.84.66,11,92.6.85.122,100.10.20.4,0.0.0.0,0,0,6,388,2014-08-10 09:18:37,2014-08-10 09:19:40,31626,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,63.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.122,0.0.0.0,0,0,5,554,2014-08-10 09:18:37,2014-08-10 09:19:40,80,31626,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,63.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-10 09:19:28,2014-08-10 09:19:33,3306,2362,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-10 09:19:28,2014-08-10 09:19:33,2362,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
EU,GB,92.6.84.66,11,92.6.85.122,100.10.20.4,0.0.0.0,0,0,27,1556,2014-08-10 11:33:04,2014-08-10 11:51:31,31688,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1107.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.122,0.0.0.0,0,0,54,74185,2014-08-10 11:33:04,2014-08-10 11:51:31,80,31688,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1107.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-10 11:51:17,2014-08-10 11:51:22,3306,2363,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-10 11:51:17,2014-08-10 11:51:22,2363,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
EU,RO,89.44.100.128,15,89.44.100.160,100.10.20.4,0.0.0.0,0,0,5,578,2014-08-11 21:24:02,2014-08-12 14:15:31,2454,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,60689.0
NoA,US,100.10.20.4,11,100.10.20.4,89.44.100.160,0.0.0.0,0,0,2,229,2014-08-11 21:24:02,2014-08-12 14:15:31,80,2454,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,60689.0
NoA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2014-08-10 12:53:12,2014-08-10 12:53:28,35052,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,16.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2014-08-10 12:53:12,2014-08-10 12:53:28,5432,35052,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,16.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,2,92,2014-08-10 13:28:01,2014-08-10 13:28:02,1026,2292,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,2,92,2014-08-10 13:28:01,2014-08-10 13:28:02,2292,1026,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0
EU,RO,89.44.100.159,15,89.44.100.159,100.10.20.4,0.0.0.0,0,0,5,480,2014-08-10 13:45:58,2014-08-10 13:47:05,1993,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,67.0
NoA,US,100.10.20.4,11,100.10.20.4,89.44.100.159,0.0.0.0,0,0,4,456,2014-08-10 13:45:58,2014-08-10 13:47:05,80,1993,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,67.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-10 13:46:48,2014-08-10 13:46:54,3306,2364,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-10 13:46:48,2014-08-10 13:46:54,2364,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6.0
NoA,US,100.1.100.6,11,100.1.101.166,100.10.20.9,0.0.0.0,0,0,47,4340,2014-08-10 13:47:31,2014-08-10 13:53:46,26943,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,375.0
NoA,US,100.10.20.1,11,100.10.20.9,100.1.101.166,0.0.0.0,0,0,75,103748,2014-08-10 13:47:31,2014-08-10 13:53:46,80,26943,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,375.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-10 14:01:56,2014-08-10 14:02:01,3306,2365,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-10 14:01:56,2014-08-10 14:02:01,2365,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,10,2498,2014-08-10 06:20:17,2014-08-10 14:02:09,1783,80,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0,27712.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,7,1135,2014-08-10 06:20:17,2014-08-10 14:02:09,80,1783,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0,27712.0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,6,388,2014-08-10 14:19:25,2014-08-10 14:20:30,31779,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,65.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,5,554,2014-08-10 14:19:25,2014-08-10 14:20:30,80,31779,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,65.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-10 14:20:17,2014-08-10 14:20:23,3306,2366,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-10 14:20:17,2014-08-10 14:20:23,2366,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6.0
EU,GB,92.6.84.5,11,92.6.85.157,100.10.20.4,0.0.0.0,0,0,5,578,2014-08-11 23:26:20,2014-08-12 17:29:48,2464,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,65008.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.157,0.0.0.0,0,0,2,229,2014-08-11 23:26:20,2014-08-12 17:29:48,80,2464,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,65008.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-10 16:03:30,2014-08-10 16:04:36,3306,2367,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,66.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-10 16:03:30,2014-08-10 16:04:36,2367,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,66.0
NoA,US,100.5.110.69,11,100.5.111.85,100.10.20.3,0.0.0.0,0,0,9,512,2014-08-10 17:07:52,2014-08-10 17:08:48,45791,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,56.0
NoA,US,100.10.20.3,11,100.10.20.3,100.5.111.85,0.0.0.0,0,0,8,640,2014-08-10 17:07:52,2014-08-10 17:08:48,110,45791,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,56.0
NoA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2014-08-10 17:27:37,2014-08-10 17:27:52,35053,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,15.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2014-08-10 17:27:37,2014-08-10 17:27:52,5432,35053,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,15.0
NoA,US,100.10.20.3,11,100.10.20.3,100.20.1.3,0.0.0.0,0,0,1,119,2014-08-10 17:47:35,2014-08-10 17:47:36,26037,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.3,0.0.0.0,0,0,1,172,2014-08-10 17:47:35,2014-08-10 17:47:36,53,26037,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.10.20.3,11,100.10.20.3,100.20.1.3,0.0.0.0,0,0,1,88,2014-08-10 17:47:36,2014-08-10 17:47:37,26038,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.3,0.0.0.0,0,0,1,141,2014-08-10 17:47:36,2014-08-10 17:47:37,53,26038,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.1.10.1,11,100.1.10.25,100.10.20.3,0.0.0.0,0,0,34,32782,2014-08-10 17:34:21,2014-08-10 17:56:41,26961,25,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1340.0
NoA,US,100.10.20.3,11,100.10.20.3,100.1.10.25,0.0.0.0,0,0,20,1759,2014-08-10 17:34:21,2014-08-10 17:56:41,25,26961,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1340.0
NoA,US,100.10.20.4,11,100.10.20.12,100.20.1.3,0.0.0.0,0,0,1,67,2014-08-10 18:20:27,2014-08-10 18:31:43,2349,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,676.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.12,0.0.0.0,0,0,1,120,2014-08-10 18:20:27,2014-08-10 18:31:43,53,2349,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,676.0
NoA,US,100.10.20.4,11,100.10.20.12,100.20.1.3,0.0.0.0,0,0,1,57,2014-08-10 18:31:44,2014-08-10 18:31:46,2350,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.12,0.0.0.0,0,0,1,106,2014-08-10 18:31:44,2014-08-10 18:31:46,53,2350,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
EU,GB,92.6.84.66,11,92.6.85.122,100.10.20.4,0.0.0.0,0,0,39,2383,2014-08-10 14:05:12,2014-08-10 19:07:31,31772,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,18139.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.122,0.0.0.0,0,0,73,101099,2014-08-10 14:05:12,2014-08-10 19:07:31,80,31772,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,18139.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-10 19:07:18,2014-08-10 19:07:23,3306,2368,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-10 19:07:18,2014-08-10 19:07:23,2368,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,3,201,2014-08-10 18:34:00,2014-08-10 19:46:12,3047,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,4332.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,3,360,2014-08-10 18:34:00,2014-08-10 19:46:12,53,3047,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,4332.0
NoA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,1,57,2014-08-10 19:46:06,2014-08-10 19:46:14,3048,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
